PRO_REFERENCIA;PRO_DESCRICAO;PRO_MARCA;PRO_PRECO;PRO_UNIDADE;PRO_REFERENCIAFOR;PRO_PESO;PRO_CLASSIFICACAO;PRO_BARRA;PRO_ESTOQUE
01322;COLHER MADEIRA OVAL 32CM;STOLF;2,583330;UN;5-STD;,043000;4419.90.00;7897996700037;606,000000
01323;COLHER MADEIRA OVAL 35CM;STOLF;2,626120;UN;6-STD;,052000;4419.90.00;7897996700044;548,000000
01324;COLHER MADEIRA OVAL 39CM;STOLF;2,975600;UN;7-STD;,053000;4419.90.00;7897996700051;707,000000
01326;TABUA CARNE MADEIRA 19X35CM;STOLF;6,912860;UN;22-STD;,417000;4419.90.00;7897996700303;646,000000
01327;TABUA CARNE MADEIRA 22X40CM;STOLF;9,060680;UN;37-STD;,517000;4419.90.00;7897996700525;708,000000
01328;PILAO MADEIRA C/ SOCADOR 12X07CM;STOLF;7,848800;UN;15-STD;,297000;4419.90.00;7897996700150;290,000000
01331;TABUA CARNE MADEIRA C/ CABO 44X30CM;STOLF;49,900050;UN;702-STD;1,378000;4419.90.00;7897996702130;23,000000
01361;FORMA BAURU PAO FRANCES 30CM;COFAX;6,550000;UN;7173;,285000;7615.10.00;7898297171731;1.569,000000
01362;FORMA BAURU PAO DE FORMA 35CM;COFAX;5,980000;UN;7172;,334000;7615.10.00;7898297171724;420,000000
01363;MARTELO P/ CARNE CABO MADEIRA 21CM;COFAX;3,320000;UN;7186;,108000;7615.10.00;7898297171861;964,000000
01364;CONCHA FEIJAO CABO MADEIRA 27CM;COFAX;2,040000;UN;7185;,074000;7615.10.00;7898297171854;2.363,000000
01365;COLHER ARROZ CABO MADEIRA 28CM;COFAX;2,040000;UN;7194;,068000;7615.10.00;7898297171946;2.316,000000
01366;ESCUMADEIRA CABO MADEIRA 29CM;COFAX;2,040000;UN;7193;,088000;7615.10.00;7898297171939;3.484,000000
01367;GARFO CABO MADEIRA 29CM;COFAX;2,040000;UN;7192;,053000;7615.10.00;7898297171922;1.408,000000
01370;AMASSADOR DE BATATA 22X10X08CM;COFAX;5,218330;UN;7171;,175000;7615.10.00;7898297171717;-77,000000
01371;NHOQUEIRA 22X10X8CM;COFAX;5,220000;UN;7170;,186000;7615.10.00;7898297171700;77,000000
01375;ESPREMEDOR LIMAO 17CM;COFAX;4,240000;UN;7196;,149000;7615.10.00;7898297171960;3.681,000000
01376;ESPREMEDOR LARANJA 23CM;COFAX;5,750000;UN;7190;,225000;7615.10.00;7898297171908;252,000000
01377;ESPREMEDOR ALHO 5 UTILIDADES 15CM;COFAX;2,124560;UN;7189;,078000;7615.10.00;7898297171892;4.958,000000
01378;ESPREMEDOR ALHO FORTE 18CM;COFAX;4,240000;UN;7195;,151000;7615.10.00;7898297171953;1.387,000000
01387;FLANELA LARANJA 28X48CM;SANTA MARGARIDA;1,670000;UN;7134;,022000;6307.10.00;7898297171342;350,000000
01389;ABRIDOR DE LATA E GARRAFA GALVANIZADO 8CM;VIEL;1,670000;UN;1762;,025000;7323.99.00;7898297717625;2.320,000000
01393;BORRACHA PANELA PRESSAO 4,5LTS 2 PCS;CATUMBI;1,746300;PCT/02;7230;,112000;4016.93.00;;3.534,000000
01396;BORRACHA PANELA PRES. CLOCK 7 LTS;CATUMBI;1,755600;PCT/02;7233;,108000;4016.93.00;;1.188,000000
01407;CESTINHO P/ PRENDEDOR DE ROUPA;KM PLASTICOS;,940000;UN;7121;,056000;3924.90.00;7898109501367;2.075,000000
01418;RATOEIRA GALVANIZADA GRANDE;EDUANA;2,940000;UN;7477;,110000;7326.20.00;7898297174770;195,000000
01419;RATOEIRA GALVANIZADA PEQUENA;EDUANA;1,890000;UN;7476;,053000;7326.20.00;7898297174763;1.927,000000
01420;SACA ROLHA CABO PLASTICO 10,5CM;VIEL;2,030000;UN;7478;,025000;7323.99.00;7898297174787;1.516,000000
01440;CABIDE ADULTO C/ 6 PCS;RC PLAST;1,680000;UN;7239;,179000;3924.90.00;7898297172394;33.978,000000
01442;ABRIDOR DE GARRAFA REFORCADO 10CM;VIEL;1,730000;UN;7626;,030000;7323.99.00;7898297176262;1.084,000000
01449;CILINDRO MOVEL EM ALUMINIO;PICCOLO;71,900000;UN;5300;1,724000;8438.10.00;7898072853005;101,000000
01451;MARMITA TERMICA REDONDA PEQUENA N.14;NICOPAN;14,029450;UN;7220;,151000;7615.10.00;7898297172202;1.099,000000
01452;MARMITA TERMICA REDONDA GRANDE N.16;NICOPAN;15,194270;UN;7468;,262000;7615.10.00;7898297174688;1.007,000000
01455;ESCOVA SANITARIA C/ SUPORTE;PLASNEW;5,314230;UN;804;,095000;9603.90.00;7897848708044;446,000000
01457;ROLO PLASTICO P/ MASSAS 39CM;PLAST SHOW;7,889980;UN;1002;,140000;3924.10.00;7896192610027;141,000000
01505;CONJ POTES MANTIMENTO QUAD. 5 PCS DECORADO;GENECY;41,399360;UN;7156;,702000;3924.10.00;7898297171564;77,000000
01557;COADOR DE PANO EXTRA GRANDE;LETICIA COADORE;2,720000;UN;7046;,064000;6307.90.90;7898297170468;6.888,000000
01558;COLHER DE INOX 33CM;CATUAI;6,990000;UN;1558;,095000;8215.99.10;7898297170574;18.853,000000
01559;ESCUMADEIRA DE INOX 33CM;CATUAI;8,080000;UN;1559;,119000;8215.99.10;7898297170581;15.940,000000
01560;CONCHA DE INOX 33CM;CATUAI;8,080000;UN;1560;,123000;8215.99.10;7898297170598;18.816,000000
01564;JARRA C/ TAMPA DECORADA 3,7LTS;GENECY;10,400230;UN;7078;,268000;3924.10.00;7898297170789;1.234,000000
01567;SALADEIRA REDONDA DECORADA 5,5LTS;GENECY;10,500080;UN;7081;,158000;3924.10.00;1565297170816;366,000000
01572;TAÇA CAIPIRINHA DE CERVEJA 1,2L;CRYSTALGLASS;13,640000;UN;007085;,613000;7013.99.00;7898297170857;1.831,000000
01575;CAIXA VERSATIL RETAN. DECORADA 6LTS;GENECY;10,500000;UN;7005;,183000;3924.10.00;7898297170055;158,000000
01576;LIXEIRA C/ PEDAL QUAD. DECORADA 14 LTS;GENECY;16,899620;UN;7006;,495000;3924.90.00;7898297170062;43,000000
01581;JARRA C/ TAMPA DECORADA 2LTS;GENECY;7,260000;UN;0015;,109000;3924.10.00;7898297170154;550,000000
01582;LIXEIRA BASCULANTE QUADRADA DECORADA 3 LTS;GENECY;6,800000;UN;7017;,137000;3924.90.00;7898297170178;429,000000
01583;LIXEIRA BASCULANTE QUADRADA DECORADA 7 LTS;GENECY;8,799880;UN;7018;,237000;3924.90.00;7898297170185;530,000000
01591;PULVERIZADOR BOLINHA 350ML;PLASDURAN;3,583480;UN;400401;,044000;3924.90.00;7897659604016;3.999,000000
01600;KIT COADOR P/G;KM PLASTICOS;1,879970;UN;7126;,032000;3924.10.00;7898109501190;1.240,000000
01620;PULVERIZADOR DE VENENO 370ML;GUARANY;8,289780;UN;259;,088000;8424.89.90;7891988002598;661,000000
01621;CAIXA VERSATIL QUADRADA DECORADA 3LTS;GENECY;5,499970;UN;8077;,125000;3924.10.00;7898297180771;222,000000
01622;CAIXA VERSATIL RETANGULAR DECORADA 3,2LTS;GENECY;5,499970;UN;8078;,123000;3924.10.00;7898297180788;689,000000
01624;SUPORTE GARRAFAO AGUA DECORADO;GENECY;15,800000;UN;8091;,459000;3924.10.00;7898297180917;85,000000
01627;ADAPTADOR P/ GARRAFA TERMICA;RECIMINAS;1,832590;UN;013;,022000;3924.10.00;7898002240134;1.001,000000
01628;PORTA FILTRO AVULSO 103;PRATIC SUPORTE;1,990000;UN;8097;,063000;3924.10.00;7898297180979;1.866,000000
01680;BACIA HYDRUS AZUL 5,2 LTS;SANREMO;9,200000;UN;200/1;,190000;3924.90.00;7896359012343;138,000000
01681;BACIA HYDRUS AZUL 8,6 LTS;SANREMO;11,540000;UN;210/1;,312000;3924.90.00;7896359012350;574,000000
01682;BACIA HYDRUS AZUL 14 LTS;SANREMO;16,080000;UN;220/1;,436000;3924.90.00;7896359012367;165,000000
01683;BACIA HYDRUS AZUL 27,5 LTS;SANREMO;27,390000;UN;230/1;,838000;3924.90.00;7896359012381;41,000000
01684;BALDE HYDRUS AZUL 8,5 LTS;SANREMO;11,060000;UN;240/1;,280000;3924.90.00;7896359012411;855,000000
01685;BALDE HYDRUS LARANJA 15 LTS;SANREMO;18,920000;UN;250/1;,465000;3924.90.00;7896359012435;180,000000
01686;BALDE OVAL HYDRUS AZUL 14 LTS;SANREMO;15,060000;UN;237/1;,380000;3924.90.00;7896359012879;189,000000
01687;BALAIO DE LIMPEZA HYDRUS AZUL 7 LTS;SANREMO;13,390000;UN;238/1;,307000;3924.90.00;7896359012893;,000000
01690;POTE QUADRADO ALTO LINHA FACIL 1,7 LTS;SANREMO;4,270000;UN;147/6;,074100;3924.10.00;7896359013265;43,000000
01692;POTE QUADRADO ALTO LINHA FACIL 800ML;SANREMO;3,950000;UN;125/6;,046000;3924.10.00;7896359013272;61,000000
01693;POTE RETANGULAR BAIXO LINHA FACIL 785ML;SANREMO;2,460000;UN;165/6;,047200;3924.10.00;7896359013173;2.259,000000
01694;POTE RETANGULAR ALTO FACIL 1,4LTS;SANREMO;3,590000;UN;185/6;,068900;3924.10.00;7896359013296;180,000000
01695;CONJ POTES RETANGULARES ALTO FACIL C/ 3 PCS;SANREMO;13,190000;UN;190/6C;,245200;3924.10.00;7896359013395;1.243,000000
01699;POTE P/ FIAMBRES 1,4LTS;SANREMO;6,100000;UN;172/6;,094000;3924.10.00;7896359013326;38,000000
01707;CONJ POTES QUADRADOS BAIXO VAC FREZZER 3 PCS;SANREMO;19,350000;UN;460/2C;,287000;3924.10.00;7896359000357;23,000000
01708;POTE QUADRADO BAIXO VAC FREZZER 580ML;SANREMO;4,460000;UN;450/2;,042000;3924.10.00;7896359000319;242,000000
01710;POTE QUADRADO BAIXO VAC FREZZER 2,9 LTS;SANREMO;10,210000;UN;460/2;,143000;3924.10.00;7896359000340;83,000000
01711;POTE REDONDO PEQUENO VAC FREZZER 640ML;SANREMO;4,350000;UN;545/2;,052000;3924.10.00;7896359000449;-2,000000
01712;POTE REDONDO MEDIO VAC FREZZER 1,58 LTS;SANREMO;6,800000;UN;550/2;,098000;3924.10.00;7896359000456;143,000000
01713;POTE REDONDO GRANDE VAC FREZZER 2,7 LTS;SANREMO;11,020000;UN;555/2;,129000;3924.10.00;7896359000470;135,000000
01714;POTE REDONDO XG VAC FREZZER 4,5 LTS;SANREMO;12,220000;UN;560/2;,199200;3924.10.00;7896359000494;300,000000
01715;CONJ POTES REDONDOS VAC FREZZER 4 PCS;SANREMO;30,350000;UN;560/2C;,497000;3924.10.00;7896359000500;78,000000
01716;CONJ POTES RETANGULARES BAIXO VAC FREZZER 3PCS;SANREMO;21,960000;UN;370/2C;,372000;3924.10.00;7896359000258;,000000
01717;POTE RETANGULAR BAIXO VAC FREZZER 820ML;SANREMO;5,200000;UN;360/2;,072000;3924.10.00;7896359000210;1.052,000000
01718;POTE RETANGULAR BAIXO VAC FREZZER 1,45 LTS;SANREMO;7,940000;UN;365/2;,111000;3924.10.00;7896359000227;,000000
01719;POTE RETANGULAR BAIXO VAC FREZZER 2,7LTS;SANREMO;11,650000;UN;370/2;,171000;3924.10.00;7896359000241;2,000000
01720;POTE RETANGULAR ALTO VAC FREZZER 1,1 LTS;SANREMO;5,860000;UN;380/2;,079000;3924.10.00;7896359000265;331,000000
01721;POTE RETANGULAR ALTO VAC FREZZER 2,34 LTS;SANREMO;9,390000;UN;385/2;,121000;3924.10.00;7896359000272;-1,000000
01722;POTE RETANGULAR ALTO VAC FREZZER 4,5 LTS;SANREMO;12,570000;UN;390/2;,198600;3924.10.00;7896359000296;45,000000
01723;CONJ POTES RETANGULARES ALTO VAC FREZZER 3 PCS;SANREMO;26,460000;UN;390/2C;,414000;3924.10.00;7896359000302;67,000000
01727;POTE QUADRADO BAIXO VAC FREZZER 1,5 LTS;SANREMO;6,800000;UN;455/2;,081000;3924.10.00;7896359000326;3,000000
01731;GARRAFA GOLE GUT 250ML;SANREMO;4,290000;UN;751/20;,036000;3924.10.00;7896359003815;222,000000
01732;GARRAFA GOLE GUT 500ML;SANREMO;4,900000;UN;752/20;,047000;3924.10.00;7896359003822;5,000000
01733;GARRAFA GOLE GUT CITRUS 500ML;SANREMO;5,230000;UN;756/20;,048000;3924.10.00;7896359006533;67,000000
01734;GARRAFA GOLE GUT 1LT;SANREMO;7,160000;UN;761/40;,081100;3924.10.00;7896359004010;,000000
01735;GARRAFA GOLE GUT 1,5 LTS;SANREMO;7,170000;UN;762/40;,108300;3924.10.00;7896359004027;495,000000
01736;GARRAFA GOLE GUT 1,75 LTS;SANREMO;9,600000;UN;766/40;,109000;3924.10.00;7896359003877;914,000000
01737;GARRAFA GOLE GUT 2,5 LTS;SANREMO;11,980000;UN;767/40;,144500;3924.10.00;7896359003884;1.116,000000
01738;GARRAFA GOLE GUT C/ ALCA 3,5 LTS;SANREMO;18,380000;UN;768/40;,174000;3924.10.00;7896359003891;221,000000
01747;JARRA OVAL PORTA GELADEIRA 2 LTS;SANREMO;12,650000;UN;785/2;,183000;3924.10.00;7896359007974;139,000000
01748;JARRA REDONDA MULTIUSO 2 LTS;SANREMO;10,150000;UN;790/2;,187000;3924.10.00;7896359000555;1.900,000000
01749;POTE RETANGULAR C/ DIVISORIA LINHA FLOR 2,4LTS;SANREMO;14,920000;UN;724/5;,237000;3924.10.00;7896359006342;87,000000
01752;CONJ C/3 POTES REDONDOS FLOR VERDE;SANREMO;23,330000;UN;706/5C;,334000;3924.10.00;7896359006373;,000000
01753;BACIA HYDRUS CRISTAL 5,2 LTS;SANREMO;9,200000;UN;200;,185000;3924.90.00;7896359002818;454,000000
01754;BACIA HYDRUS CRISTAL 8,6 LTS;SANREMO;11,540000;UN;210;,281000;3924.90.00;7896359002825;,000000
01755;BACIA HYDRUS CRISTAL 14 LTS;SANREMO;16,080000;UN;220;,443000;3924.90.00;7896359002849;9,000000
01756;BACIA HYDRUS CRISTAL 27,5 LTS;SANREMO;27,390000;UN;230;,835000;3924.90.00;7896359002856;1,000000
01757;BALDE HYDRUS CRISTAL 8,5 LTS;SANREMO;11,060000;UN;240;,277000;3924.90.00;7896359002863;875,000000
01758;BALDE HYDRUS CRISTAL 15 LTS;SANREMO;18,920000;UN;250;,465000;3924.90.00;7896359002870;296,000000
01761;BALAIO DE LIMPEZA HYDRUS CRISTAL 7 LTS;SANREMO;13,390000;UN;238;,303000;3924.90.00;7896359012886;60,000000
01762;BALDE OVAL HYDRUS CRISTAL 14 LTS;SANREMO;15,060000;UN;237;,383000;3924.90.00;7896359012862;280,000000
01764;PULVERIZADOR C/ BOMBA 25CM;SANREMO;5,000000;UN;501;,059000;3924.90.00;7896359004478;3.253,000000
01770;LIXEIRA BASCULANTE 6,5 LTS;SANREMO;10,360000;UN;278;,288000;3924.90.00;7896359009145;367,000000
01771;LIXEIRA BASCULANTE 10 LTS;SANREMO;14,130000;UN;281;,217000;3924.90.00;7896359007943;179,000000
01772;LIXEIRA BASCULANTE 30 LTS;SANREMO;29,350000;UN;283;,774900;3924.90.00;7896359009169;98,000000
01773;LIXEIRA BASCULANTE 60 LTS;SANREMO;47,650000;UN;284;1,362000;3924.90.00;7896359007950;295,000000
01774;LIXEIRA BASCULANTE 105 LTS;SANREMO;84,810000;UN;285;2,558000;3924.90.00;7896359009176;223,000000
01796;GARRAFA GOLE GUT BICHINHOS 300ML;SANREMO;5,090000;UN;753/20;,039000;3924.10.00;7896359010738;277,000000
01885;POTE CLIC ROSCA 390ML;PLASUTIL;1,790000;UN;2612;,031000;3924.10.00;7896042026121;442,000000
01902;SERVE PAO 4,75 LTS;PLASUTIL;10,906780;UN;2696;,138000;3924.10.00;7896042026961;472,000000
01916;POTE CLIC ROSCA 720ML;PLASUTIL;2,981790;UN;2613;,042000;3924.10.00;7896042026138;261,000000
01953;ESCORREDOR DE MACARRAO 27X13CM;PLASUTIL;3,849920;UN;0171;,070000;3924.10.00;7896042001715;73,000000
01956;FUNIL PEQUENO;PLASUTIL;2,120000;UN;0277;,021000;3924.10.00;7896042002774;547,000000
01959;JARRA GRADUADA C/ ESPREMEDOR 1 LT;PLASUTIL;6,923170;UN;0147;,098000;3924.10.00;7896042001470;140,000000
01960;CONCHA P/ FEIJAO TEFLON 27CM;PLASUTIL;2,634590;UN;0501;,049000;3924.10.00;7896042005010;936,000000
01961;ESCUMADEIRA TEFLON 31CM;PLASUTIL;2,634590;UN;0499;,040000;3924.10.00;7896042004990;722,000000
01962;COLHER TEFLON 30CM;PLASUTIL;2,634590;UN;0498;,033000;3924.10.00;7896042004983;950,000000
01963;ESPATULA TEFLON 31CM;PLASUTIL;2,634590;UN;0502;,042000;3924.10.00;7896042005027;1.301,000000
01972;FORMA P/ GELO 26,3X10,6X3,8CM;PLASUTIL;3,263600;UN;0156;,059000;3924.10.00;7896042001562;741,000000
01976;BANDEJA MAXXI C/ MICROBAN 6,7 LTS;PLASUTIL;14,260000;UN;0446;,219000;3924.10.00;7896042004464;209,000000
01977;BANDEJA MAXXI C/ MICROBAN 12,5 LTS;PLASUTIL;22,831200;UN;0447;,406000;3924.10.00;7896042004471;127,000000
02001;ESCORREDOR TALHER LINHA OURO VELHO;PLASUTIL;5,316420;UN;0339;,079000;3924.10.00;7896042003399;185,000000
02004;TABUA CORTE CABO GDE ANTIBACTERIA;PLASUTIL;30,500000;UN;0203;,505000;3924.10.00;7896042002033;28,000000
02016;BANHEIRA BABY AZUL 28 LTS;PLASUTIL;32,147000;UN;3662;,832000;3922.10.00;7896042036625;136,000000
02017;BANHEIRA BABY ROSA 28 LTS;PLASUTIL;32,147000;UN;3668;,819000;3922.10.00;7896042036687;149,000000
02018;BANHEIRA BABY VERDE 28 LTS;PLASUTIL;32,147000;UN;3663;,865000;3922.10.00;7896042036632;54,000000
02025;PORTA SABAO E DETERGENTE;PLASUTIL;3,840000;UN;1275;,064000;3924.90.00;7896042012759;271,000000
02026;RODINHO DE PIA C/ MICROBAN OURO VELHO 16CM;PLASUTIL;2,268020;UN;2186;,036000;3924.90.00;7896042021867;1.711,000000
02063;LIXEIRA C/ PEDAL E RODA 90 LTS;PLASUTIL;179,334370;UN;2276;3,601000;3924.90.00;7896042022765;143,000000
02189;PORTA CONDIMENTOS 7 PCS;PLASUTIL;15,439580;UN;2610;,174000;3924.10.00;7896042026107;97,000000
02194;POTE CLIC ROSCA 300ML;PLASUTIL;1,990000;UN;2616;,025000;3924.10.00;7896042026169;236,000000
02195;POTE CLIC ROSCA 550ML;PLASUTIL;2,707120;UN;2617;,039000;3924.10.00;7896042026176;172,000000
02201;JARRA DE AGUA C/ TAMPA 1,75 LTS;SANTANA;5,350620;UN;0050;,113000;3924.10.00;7896355700503;553,000000
02205;LAVA ARROZ PRATICO 34X07CM;SANTANA;3,603510;UN;0700;,113000;3924.10.00;7896355707007;226,000000
02206;ESCORREDOR MASSA 37X15CM;SANTANA;6,138040;UN;0750;,156600;3924.10.00;7896355707502;217,000000
02208;ESCORREDOR DE PRATOS 44X34X10CM;SANTANA;4,149330;UN;0770;,162000;3924.10.00;7896355707700;1.325,000000
02209;FORMA P/ BOLO E PUDIM MICROONDAS;SANTANA;2,824160;UN;0021;,083000;3924.10.00;7896355700213;183,000000
02210;PANELA DE ARROZ P/ MICROONDAS;SANTANA;5,622470;UN;0022;,125800;3924.10.00;7896355700220;149,000000
02211;KIT INFANTIL 3PCS;SANTANA;3,730000;UN;0605;,088000;3924.10.00;7896355706055;496,000000
02214;CANECA PLASTICA 300ML 08X08CM;SANTANA;1,520000;UN;0601;,030000;3924.10.00;7896355706017;3.241,000000
02215;PRATO PLASTICO RASO 600ML 20CM;SANTANA;1,733330;UN;0602;,037000;3924.10.00;7896355706024;243,000000
02216;PRATO FUNDO C/ BORDA 600ML;SANTANA;2,580000;UN;0607;,051100;3924.10.00;7896355706079;557,000000
02217;PROTETOR P/ ALIMENTOS MICROONDAS;SANTANA;2,824160;UN;0020;,067000;3924.10.00;7896355700206;463,000000
02218;SALADEIRA REDONDA 5,5 LTS;SANTANA;7,380000;UN;0090;,187600;3924.10.00;7896355700909;459,000000
02219;CONSERVADORA TOPA TUDO 6 LTS;SANTANA;7,380000;UN;0910;,174000;3924.10.00;7896355709100;743,000000
02223;POTE HERMETICO QUADRADO PEQUENO 335ML;SANTANA;1,760000;UN;0810;,037000;3924.10.00;7896355788105;303,000000
02224;POTE HERMETICO QUADRADO MEDIO 1,04 LTS;SANTANA;2,820000;UN;0820;,084000;3924.10.00;7896355788204;813,000000
02225;POTE HERMETICO QUADRADO GRANDE 2,22 LTS;SANTANA;4,149330;UN;0830;,120900;3924.10.00;7896355788303;519,000000
02226;POTE HERMETICO RETANGULAR PEQUENO RASO 515ML;SANTANA;1,760000;UN;0840;,055400;3924.10.00;7896355788402;364,000000
02227;POTE HERMETICO RETANGULAR MEDIO RASO 1,125 LTS;SANTANA;3,603510;UN;0850;,093000;3924.10.00;7896355788501;85,000000
02228;POTE HERMETICO RETANGULAR GRANDE RASO 2,47 LTS;SANTANA;7,970300;UN;0860;,168000;3924.10.00;7896355788600;182,000000
02229;POTE HERMETICO RETANGULAR PEQUENO FUNDO 865ML;SANTANA;1,760000;UN;0870;,065000;3924.10.00;7896355788709;1.093,000000
02230;POTE HERMETICO RETANGULAR MEDIO FUNDO 1,9 LTS;SANTANA;4,149330;UN;0880;,097000;3924.10.00;7896355788808;284,000000
02231;POTE HERMETICO RETANGULAR GRANDE FUNDO 4,17 LTS;SANTANA;8,300980;UN;0890;,196000;3924.10.00;7896355788907;280,000000
02232;BANDEJA SERV BEM BEGE 48X33,5X02CM;SANTANA;10,375700;UN;77BE;,307000;3924.10.00;7896355700770;131,000000
02233;BANDEJA PEQUENA 4 LTS 24X23X07CM;SANTANA;3,600000;UN;0079;,122600;3924.10.00;7896355700794;125,000000
02234;BANDEJA MEDIA 8 LTS 44X28X7,5CM;SANTANA;7,510000;UN;0078;,252200;3924.10.00;7896355700787;295,000000
02235;CAIXA EMPILHAVEL TOPA TUDO 11,5 LTS 51X33X9,5CM;SANTANA;14,443090;UN;0073;,464000;3924.90.00;7896355700732;209,000000
02236;LIXEIRA C/ TAMPA BASC. 14 LTS;SANTANA;14,131080;UN;0049;,559000;3924.90.00;7896355700497;523,000000
02237;LIXEIRA C/ PEDAL BRANCA 15 LTS;SANTANA;20,043730;UN;0044;,691900;3924.90.00;7896355700442;95,000000
02238;BALDE 13,8 LTS;SANTANA;5,934430;UN;0048;,382000;3924.90.00;7896355700480;505,000000
02240;CESTO TELADO 8 LTS;SANTANA;2,414630;UN;0046;,132700;3924.90.00;7896355700466;1.393,000000
02241;BANQUETA ADULTO BRANCA 45CM CAPAC. 110KG;SANTANA;14,950000;UN;4001;1,032000;9401.80.00;7896355740011;290,000000
02242;BACIA PEQUENA 23CM 1,4 LTS;SANTANA;1,403890;UN;0030;,059600;3924.90.00;7896355700305;478,000000
02243;BACIA TOPA TUDO 8 LTS;SANTANA;3,668450;UN;0034;,224000;3924.90.00;7896355700343;290,000000
02244;BACIA TOPA TUDO 10 LTS;SANTANA;4,911550;UN;0036;,260000;3924.90.00;7896355700367;364,000000
02245;BACIA TOPA TUDO 12 LTS;SANTANA;5,785720;UN;0038;,332000;3924.90.00;7896355700381;216,000000
02246;BALDE 8 LTS;SANTANA;3,509250;UN;0047;,273000;3924.90.00;7896355700473;494,000000
02247;COPO FRESH GRANDE 470ML;SANTANA;1,670000;UN;0609;,030000;3924.10.00;7896355706093;401,000000
02250;LIXEIRA C/ TAMPA BASC. 2,4 LTS;SANTANA;4,966200;UN;0043;,112000;3924.90.00;7896355700435;370,000000
02251;LIXEIRA FECHADO 30 LTS;SANTANA;13,237750;UN;0041;,900000;3924.90.00;7896355700411;119,000000
02252;PORTA DETERGENTE 26X15X3,5CM;SANTANA;1,760000;UN;0520;,056800;3924.10.00;7896355705201;695,000000
02256;BANQUETA ADULTO PRETA 45CM CAPAC. 110KG;SANTANA;11,990000;UN;4002;1,206000;9401.80.00;7896355740028;299,000000
02258;CESTO TELADO QUAD. 7 LTS;SANTANA;4,643670;UN;0507;,133000;3924.90.00;7896355705072;44,000000
02260;CESTO TELADO C/ TAMPA 30 LTS;SANTANA;15,955350;UN;0045;,709000;3924.90.00;7896355700459;72,000000
02261;CAIXA ORGANIZADORA 11,5 LTS52X31X11CM C/ TAMPA;SANTANA;18,270010;UN;0915;,636700;3924.90.00;7896355709155;135,000000
02262;POTE HERMETICO REDONDO 1 LT;SANTANA;2,820000;UN;8002;,074000;3924.10.00;7896355780024;308,000000
02300;CONJ POTES MANTIMENTO QUADRADO MEDIO 5 PCS;JAGUAR;18,370000;UN;1392;,477000;3924.10.00;7896952513926;631,000000
02301;LIXEIRA BASCULANTE P/ CANTO C/ TAMPA 12 LTS;JAGUAR;14,390000;UN;0018;,438000;3924.90.00;7896952500186;822,000000
02303;LIXEIRA REDONDA BASCULANTE C/ TAMPA 7,5 LTS;JAGUAR;10,900000;UN;0062;,300000;3924.90.00;7896952500629;582,000000
02304;LIXEIRA REDONDA BASCULANTE C/ TAMPA 5,5 LTS;JAGUAR;9,700000;UN;0020;,266000;3924.90.00;7896952500209;842,000000
02306;BACIA CANELADA MINI 1,5 LTS;JAGUAR;1,880000;UN;0523;,062000;3924.90.00;7896952505235;1.539,000000
02307;BACIA CANELADA PEQUENA 3,3 LTS;JAGUAR;2,800000;UN;0524;,082000;3924.90.00;7896952505242;1.253,000000
02308;BACIA CANELADA MEDIA 6,7 LTS;JAGUAR;4,459880;UN;0526;,160000;3924.90.00;7896952505266;1.209,000000
02309;BACIA CANELADA GRANDE 15,5 LTS;JAGUAR;8,710000;UN;0528;,301000;3924.90.00;7896952505280;760,000000
02310;BACIA CANELADA GIGANTE 30 LTS;JAGUAR;17,800000;UN;0595;,648000;3924.90.00;7896952505952;261,000000
02311;BALDE C/ ALCA PLASTICA 7,5 LTS;JAGUAR;5,300000;UN;0518;,195000;3924.90.00;7896952505181;774,000000
02312;BALDE ALCA METAL 18 LTS;JAGUAR;11,870000;UN;0517;,475000;3924.90.00;7896952505174;505,000000
02314;JARRA QUADRADA C/ TAMPA 2 LTS;JAGUAR;4,800000;UN;0078;,133700;3924.10.00;7896952500780;1.036,000000
02317;CONJ POTES MANTIMENTO QUADRADOS LEVE 6 PAGUE 5;JAGUAR;25,970000;UN;0005;,748000;3924.10.00;7896952500056;229,000000
02318;POTE QUADRADO GRANDE 1,2 LTS;JAGUAR;2,780000;UN;0060;,063600;3924.10.00;7896952500605;1.358,000000
02319;CONJ POTES QUADRADOS 1 PEQUENO + 1 MINI;JAGUAR;2,650000;UN;0085;,064200;3924.10.00;7896952500858;1.891,000000
02323;CONJ C/4 POTES QUADRADOS MINI 230ML;JAGUAR;2,650000;UN;0534;,049600;3924.10.00;7896952505341;1.911,000000
02324;POTE RETANGULAR GRANDE 1,2 LTS;JAGUAR;2,780000;UN;0077;,063000;3924.10.00;7896952500773;1.587,000000
02329;CONJ C/4 POTES RETANGULARES MINI 220ML;JAGUAR;2,650000;UN;0548;,055700;3924.10.00;7896952505488;,000000
02330;POTE REDONDO GRANDE 1,2 LTS;JAGUAR;2,780000;UN;0574;,061600;3924.10.00;7896952505747;1.027,000000
02338;SABONETEIRA C/ ESCORREDOR;JAGUAR;1,200000;UN;0605;,026000;3924.90.00;7896952506058;11.492,000000
02339;ESCORREDOR DE LOUCA 47,5X36,5X9,2CM;JAGUAR;8,900000;UN;0016;,228400;3924.10.00;7896952500162;2.299,000000
02347;ACUCAREIRO E FARINHEIRO 650ML;JAGUAR;2,580000;UN;0624;,042000;3924.10.00;7896952506249;780,000000
